epoch,accuracy,dice_avg,dice_liver,dice_tumor,iou_liver,iou_tumor,learning_rate,loss,precision_liver,precision_tumor,recall_liver,recall_tumor,val_accuracy,val_dice_avg,val_dice_liver,val_dice_tumor,val_iou_liver,val_iou_tumor,val_loss,val_precision_liver,val_precision_tumor,val_recall_liver,val_recall_tumor
13,0.9969296455383301,0.9010282158851624,0.9795109033584595,0.8225452899932861,0.9598841667175293,0.7181733846664429,4.199999966658652e-05,0.3562180995941162,0.9780809879302979,0.8576444983482361,0.9811205863952637,0.8009501099586487,0.9969772100448608,0.9018582105636597,0.9796894788742065,0.8240269422531128,0.9602052569389343,0.7275594472885132,0.3559284210205078,0.9841269850730896,0.8319876194000244,0.9753148555755615,0.8234934210777283
14,0.9967837333679199,0.9031153321266174,0.9786856770515442,0.8275448083877563,0.9583072066307068,0.7272107005119324,4.199999966658652e-05,0.3564409911632538,0.9782042503356934,0.8941072225570679,0.9794285297393799,0.7975585460662842,0.9963955879211426,0.9137982130050659,0.9751659631729126,0.852430522441864,0.9515511393547058,0.7455654144287109,0.3575167953968048,0.9923032522201538,0.8119803071022034,0.9586382508277893,0.9017584323883057
15,0.9973052144050598,0.9168884754180908,0.9821254014968872,0.8516517877578735,0.9648972153663635,0.7554298639297485,4.199999966658652e-05,0.35371407866477966,0.9810693264007568,0.8861396908760071,0.9832919836044312,0.8291993141174316,0.9973156452178955,0.8857622742652893,0.9819218516349792,0.7896026372909546,0.9645028710365295,0.6959170699119568,0.3542653024196625,0.9791017770767212,0.7884981632232666,0.9847829937934875,0.8037838935852051
16,0.9974315166473389,0.9273912906646729,0.982888400554657,0.8718939423561096,0.9663808941841125,0.7779544591903687,4.199999966658652e-05,0.3526268005371094,0.9819188117980957,0.897828221321106,0.9840118885040283,0.854644238948822,0.997282087802887,0.9031932353973389,0.9810665249824524,0.8253198266029358,0.9628609418869019,0.7315511107444763,0.3537876009941101,0.9884883165359497,0.8603302240371704,0.973773181438446,0.8032993078231812
17,0.9975820779800415,0.9067777395248413,0.9839335680007935,0.8296219706535339,0.9684064984321594,0.7436635494232178,4.199999966658652e-05,0.3516386151313782,0.9834643602371216,0.8672897219657898,0.9845070838928223,0.8142626881599426,0.9975360035896301,0.9111928343772888,0.9829725027084351,0.8394132256507874,0.9665400981903076,0.7501315474510193,0.3525254726409912,0.9837304949760437,0.8689278364181519,0.9822387099266052,0.8179773688316345
18,0.9976685047149658,0.9239696264266968,0.9844553470611572,0.8634840250015259,0.9694060683250427,0.7775545716285706,4.199999966658652e-05,0.3509082794189453,0.9836131930351257,0.8869618773460388,0.9853904843330383,0.8467015624046326,0.9975283741950989,0.9181644320487976,0.982974648475647,0.8533540368080139,0.9665367603302002,0.7579857110977173,0.3517044484615326,0.9799540638923645,0.915066123008728,0.9860349893569946,0.8266969323158264
19,0.9977105855941772,0.9282190799713135,0.9848414063453674,0.8715965747833252,0.970156729221344,0.7845685482025146,4.199999966658652e-05,0.35034388303756714,0.9844110012054443,0.892378568649292,0.9853883385658264,0.8621757626533508,0.9976068139076233,0.8949994444847107,0.9834924340248108,0.8065063953399658,0.9675329327583313,0.7164592146873474,0.35159018635749817,0.9796993136405945,0.8737785816192627,0.9873292446136475,0.756974995136261
20,0.9978297352790833,0.9365852475166321,0.9855362176895142,0.8876339197158813,0.9715003967285156,0.809329092502594,4.199999966658652e-05,0.34962785243988037,0.984876275062561,0.918205976486206,0.9862803816795349,0.8698427081108093,0.9975045919418335,0.9340681433677673,0.9834015369415283,0.8847348093986511,0.9673619270324707,0.7970616817474365,0.3503442704677582,0.9861059784889221,0.9260547757148743,0.9807259440422058,0.8515409231185913
21,0.9980051517486572,0.9381633996963501,0.9867695569992065,0.8895571231842041,0.9738968014717102,0.8129062652587891,4.199999966658652e-05,0.3485296964645386,0.9863955974578857,0.9098036289215088,0.9871989488601685,0.8763357400894165,0.9974557757377625,0.9349302649497986,0.9821035265922546,0.8877571225166321,0.9648573994636536,0.8005983829498291,0.3520117700099945,0.974375307559967,0.9297199845314026,0.9899790287017822,0.8518828749656677
22,0.99790358543396,0.9302033185958862,0.9859963059425354,0.8744103908538818,0.9723995327949524,0.7944284081459045,4.199999966658652e-05,0.34879234433174133,0.9850570559501648,0.8994042873382568,0.9870325326919556,0.860842227935791,0.9958795309066772,0.8983312249183655,0.971605122089386,0.8250573873519897,0.9448166489601135,0.728056788444519,0.3580045700073242,0.9952288269996643,0.8238688707351685,0.9491361975669861,0.8295145630836487
23,0.9979810118675232,0.9407922625541687,0.9865461587905884,0.8950380682945251,0.9734677076339722,0.8208237290382385,4.199999966658652e-05,0.34836646914482117,0.986247181892395,0.9062660336494446,0.9869253039360046,0.8886241316795349,0.997668445110321,0.9268701672554016,0.9842371940612793,0.8695030808448792,0.9689774513244629,0.7959225177764893,0.3496263027191162,0.9808346629142761,0.886406660079956,0.9876744747161865,0.85558021068573
24,0.9981260895729065,0.9364043474197388,0.9875373244285583,0.885271430015564,0.9753968119621277,0.8123102784156799,4.199999966658652e-05,0.3474635183811188,0.9871422648429871,0.9006448984146118,0.9879765510559082,0.876528799533844,0.9976678490638733,0.9221685528755188,0.9838114976882935,0.8605258464813232,0.9681609869003296,0.7839080095291138,0.3497792184352875,0.9895774126052856,0.8832163214683533,0.9781326055526733,0.8430933356285095
25,0.9980965256690979,0.9323662519454956,0.9873567223548889,0.8773751854896545,0.975045382976532,0.8012389540672302,4.199999966658652e-05,0.347523957490921,0.987063467502594,0.8994919657707214,0.9877000451087952,0.8662488460540771,0.9975128173828125,0.9420545697212219,0.9831873178482056,0.900921642780304,0.966937780380249,0.8221116662025452,0.35014018416404724,0.9911758899688721,0.9318191409111023,0.9753389954566956,0.8736439347267151
26,0.9981881976127625,0.9371442198753357,0.987906277179718,0.8863824605941772,0.9761158227920532,0.813150942325592,4.199999966658652e-05,0.3469287157058716,0.987582266330719,0.9084470272064209,0.9882791042327881,0.8767011761665344,0.9977035522460938,0.9383711218833923,0.9843971133232117,0.8923448920249939,0.9692859649658203,0.8080036044120789,0.34915775060653687,0.9805490970611572,0.9687142968177795,0.9882935881614685,0.8300837874412537
27,0.9983261823654175,0.9486945867538452,0.9888506531715393,0.9085385799407959,0.9779579043388367,0.8381521105766296,4.199999966658652e-05,0.34598854184150696,0.9884793162345886,0.9225390553474426,0.9892575144767761,0.9008457064628601,0.9978491067886353,0.9426456689834595,0.9851729869842529,0.9001185894012451,0.9707903265953064,0.821678102016449,0.34856581687927246,0.9792366027832031,0.9446817636489868,0.9911941289901733,0.8624586462974548
28,0.9983713030815125,0.9433903694152832,0.9892103672027588,0.8975698947906494,0.9786605834960938,0.830834150314331,4.199999966658652e-05,0.34572625160217285,0.9888872504234314,0.9129014611244202,0.9895649552345276,0.8872029781341553,0.9979825019836426,0.9295695424079895,0.9861934185028076,0.8729457259178162,0.9727704524993896,0.8019144535064697,0.34810012578964233,0.9843802452087402,0.8974445462226868,0.9880247712135315,0.8524154424667358
29,0.9984710812568665,0.9536159634590149,0.9897709488868713,0.9174608588218689,0.9797564744949341,0.851837158203125,4.199999966658652e-05,0.3451750874519348,0.9893167018890381,0.9280494451522827,0.9902544617652893,0.9100881218910217,0.9978708028793335,0.9136663675308228,0.9848918318748474,0.8424408435821533,0.9702486395835876,0.7684358358383179,0.34861937165260315,0.9917206764221191,0.8137038946151733,0.9781712889671326,0.8791086673736572
30,0.9984821081161499,0.9492302536964417,0.9898703098297119,0.9085899591445923,0.9799559712409973,0.8447553515434265,4.199999966658652e-05,0.34500670433044434,0.989511251449585,0.9164679050445557,0.9902604818344116,0.9041255116462708,0.997894287109375,0.925778865814209,0.9852028489112854,0.866354763507843,0.9708503484725952,0.797654926776886,0.34812653064727783,0.9908099174499512,0.8718450665473938,0.9796766042709351,0.8776296973228455
31,0.998842179775238,0.959248960018158,0.99225914478302,0.926239013671875,0.9846442937850952,0.8725122809410095,2.9400000130408444e-05,0.343448668718338,0.9919344186782837,0.9361392855644226,0.992594838142395,0.9189742207527161,0.9983047246932983,0.9581558704376221,0.988099992275238,0.9282112717628479,0.9764897227287292,0.8673476576805115,0.3462171256542206,0.9886069297790527,0.9475124478340149,0.9876028299331665,0.9110020399093628
32,0.9988988637924194,0.9617418646812439,0.9926211833953857,0.9308624863624573,0.9853559732437134,0.8786171674728394,2.9400000130408444e-05,0.3431430459022522,0.9922322630882263,0.9417319297790527,0.9930234551429749,0.925556480884552,0.9983230829238892,0.9353117942810059,0.988690197467804,0.8819332122802734,0.9776418805122375,0.8171536922454834,0.3458161950111389,0.9872627854347229,0.8937351107597351,0.9901292324066162,0.872824490070343
33,0.998931348323822,0.9510663747787476,0.9928522706031799,0.9092803001403809,0.9858120679855347,0.8599813580513,2.9400000130408444e-05,0.3429213762283325,0.992645263671875,0.9125525951385498,0.9930722713470459,0.9079844951629639,0.9982901215553284,0.9572803378105164,0.9880545139312744,0.9265060424804688,0.9764012694358826,0.8643068671226501,0.3464576303958893,0.9872158169746399,0.9499528408050537,0.9889024496078491,0.9056041240692139
34,0.9989749789237976,0.963848888874054,0.9930771589279175,0.9346202611923218,0.9862555861473083,0.8820226788520813,2.9400000130408444e-05,0.34267330169677734,0.9928138256072998,0.9454934000968933,0.9933509230613708,0.9290516376495361,0.9982708692550659,0.9571042656898499,0.9880899786949158,0.9261186122894287,0.976471483707428,0.8650818467140198,0.3459968864917755,0.9866924285888672,0.953887939453125,0.9895035028457642,0.9032378196716309
35,0.9989516735076904,0.9674304127693176,0.9929493069648743,0.9419112205505371,0.9860024452209473,0.8930149078369141,2.9400000130408444e-05,0.3425971269607544,0.9927104711532593,0.9480438828468323,0.9931995868682861,0.9383591413497925,0.9983117580413818,0.9293103814125061,0.9884052276611328,0.8702154755592346,0.9770835638046265,0.8123916387557983,0.34592610597610474,0.9896937012672424,0.8957968950271606,0.98713219165802,0.8700334429740906
36,0.9989790916442871,0.9578012228012085,0.9931172132492065,0.9224851727485657,0.9863338470458984,0.8744617700576782,2.9400000130408444e-05,0.3424087464809418,0.992859423160553,0.9252285957336426,0.9933856129646301,0.9214573502540588,0.998272716999054,0.9351152777671814,0.988267183303833,0.8819631338119507,0.976816713809967,0.8198365569114685,0.3459341824054718,0.9865521192550659,0.9051489233970642,0.9899992346763611,0.863852322101593
37,0.9991084933280945,0.9674351215362549,0.9940722584724426,0.9407978057861328,0.9882177710533142,0.8929165601730347,2.058000063698273e-05,0.3418554365634918,0.9938338994979858,0.9535555839538574,0.9943199157714844,0.9331465363502502,0.998390793800354,0.958217442035675,0.9889675974845886,0.9274671673774719,0.9781850576400757,0.8678603172302246,0.3449080288410187,0.9898808002471924,0.909516453742981,0.9880613088607788,0.9515306949615479
38,0.9992026686668396,0.9722868204116821,0.9946139454841614,0.9499598145484924,0.9892899394035339,0.9066320657730103,2.058000063698273e-05,0.34144213795661926,0.9943893551826477,0.9542084336280823,0.9948455691337585,0.9471213817596436,0.9984738230705261,0.9179348945617676,0.9894052743911743,0.8464646935462952,0.9790396094322205,0.7874899506568909,0.3451288938522339,0.9885674118995667,0.8558968901634216,0.9902511835098267,0.8413137197494507
39,0.9992093443870544,0.9692416191101074,0.9946537613868713,0.9438299536705017,0.9893682599067688,0.9031184315681458,2.058000063698273e-05,0.34135568141937256,0.9944672584533691,0.9475871920585632,0.9948463439941406,0.9415115118026733,0.9984451532363892,0.9554283618927002,0.9892343878746033,0.9216222167015076,0.9787057638168335,0.862347424030304,0.34500396251678467,0.9911736845970154,0.9214238524436951,0.987307071685791,0.9242178201675415
40,0.9992640018463135,0.9761453866958618,0.9950852394104004,0.9572053551673889,0.990223228931427,0.9191640615463257,2.058000063698273e-05,0.34108707308769226,0.9948586225509644,0.9613637328147888,0.9953205585479736,0.9540773630142212,0.998411238193512,0.944521963596344,0.9889515042304993,0.900092601776123,0.9781539440155029,0.8316839337348938,0.3451264202594757,0.988554060459137,0.9068191647529602,0.9893638491630554,0.9094570875167847
41,0.9992994666099548,0.9733299016952515,0.9952857494354248,0.9513745307922363,0.9906201958656311,0.9100573658943176,2.058000063698273e-05,0.34090015292167664,0.9950570464134216,0.952476978302002,0.9955199956893921,0.9513412714004517,0.9984368681907654,0.961806058883667,0.9892284870147705,0.9343833327293396,0.9786952137947083,0.878553569316864,0.34494727849960327,0.9906365275382996,0.9363138675689697,0.9878297448158264,0.9335446357727051
42,0.9993149042129517,0.9755313396453857,0.9953879714012146,0.9556748867034912,0.9908202886581421,0.9167707562446594,2.058000063698273e-05,0.34073370695114136,0.9951295256614685,0.9614382982254028,0.9956514239311218,0.9518952369689941,0.9984198212623596,0.9366615414619446,0.9890828728675842,0.8842403292655945,0.9784108996391296,0.8221220374107361,0.34512290358543396,0.991254448890686,0.9135897755622864,0.9869285821914673,0.8602198958396912
43,0.9992437958717346,0.9726466536521912,0.9949390292167664,0.9503538608551025,0.9899320006370544,0.9089691042900085,2.058000063698273e-05,0.3409285843372345,0.9948119521141052,0.961097240447998,0.9950762987136841,0.9443876147270203,0.998250424861908,0.9323033690452576,0.9881411194801331,0.8764657378196716,0.9765682220458984,0.8128634691238403,0.34584006667137146,0.9847700595855713,0.8918406963348389,0.9915427565574646,0.8644368648529053
44,0.9991700053215027,0.9725862741470337,0.994394063949585,0.9507784843444824,0.9888555407524109,0.908830463886261,2.058000063698273e-05,0.3411756753921509,0.9942653775215149,0.9511363506317139,0.9945358037948608,0.9524064660072327,0.9982629418373108,0.9377574920654297,0.9879390001296997,0.8875757455825806,0.9761735796928406,0.8263915181159973,0.3463583290576935,0.984910786151886,0.917900800704956,0.9910000562667847,0.8606553673744202
45,0.9991657733917236,0.9714643955230713,0.9943950176239014,0.9485336542129517,0.9888566732406616,0.904360830783844,2.058000063698273e-05,0.34112629294395447,0.994101881980896,0.9574331045150757,0.9946999549865723,0.9421696662902832,0.9981713891029358,0.9566417932510376,0.9872578978538513,0.9260254502296448,0.974844753742218,0.8651776313781738,0.3464617431163788,0.9936107397079468,0.9116154313087463,0.9809958934783936,0.9415718913078308
46,0.9991983771324158,0.9734093546867371,0.9946320056915283,0.9521865844726562,0.9893262386322021,0.9107099771499634,2.058000063698273e-05,0.34093815088272095,0.9945259094238281,0.956663966178894,0.9947477579116821,0.9501289129257202,0.9983654618263245,0.9606446623802185,0.9886280298233032,0.9326614141464233,0.9775216579437256,0.8751795291900635,0.3448866307735443,0.9892538189888,0.9428640007972717,0.9880096912384033,0.924598217010498
47,0.9994286894798279,0.9743586182594299,0.9961457848548889,0.95257169008255,0.9923231601715088,0.9192616939544678,1.4406000445887912e-05,0.3400992155075073,0.9959830641746521,0.9535866379737854,0.9963114261627197,0.9523593187332153,0.9984793066978455,0.963744044303894,0.9891957640647888,0.938292384147644,0.9786306619644165,0.8846522569656372,0.34522688388824463,0.9917033314704895,0.9414856433868408,0.9867045879364014,0.9369097948074341
48,0.9995092153549194,0.9816063046455383,0.9966848492622375,0.9665272235870361,0.9933943748474121,0.9365270733833313,1.4406000445887912e-05,0.33976373076438904,0.99647057056427,0.9658048748970032,0.9969024062156677,0.968369722366333,0.9985376000404358,0.922061026096344,0.9901736378669739,0.8539482951164246,0.9805434346199036,0.8015092611312866,0.34374698996543884,0.9916161298751831,0.8691774010658264,0.9887397885322571,0.846873939037323
49,0.9994879961013794,0.9815360903739929,0.9965534806251526,0.9665189981460571,0.9931337237358093,0.9365555047988892,1.4406000445887912e-05,0.33977341651916504,0.9964346885681152,0.967668354511261,0.9966766238212585,0.965993344783783,0.9985256791114807,0.9523340463638306,0.9898567199707031,0.9148113131523132,0.9799225330352783,0.8536333441734314,0.3449869453907013,0.9883068203926086,0.9276212453842163,0.991417646408081,0.9201375842094421
50,0.9994375109672546,0.9769660830497742,0.9962520003318787,0.9576801061630249,0.992534875869751,0.9281937479972839,1.4406000445887912e-05,0.33990713953971863,0.9961686134338379,0.9580929279327393,0.9963408708572388,0.9580762386322021,0.9985040426254272,0.9670870900154114,0.9898697733879089,0.944304347038269,0.9799498915672302,0.8952389359474182,0.3437260091304779,0.9890894293785095,0.9507904648780823,0.9906553626060486,0.9387043118476868
51,0.9995431303977966,0.9731573462486267,0.9969624876976013,0.9493522047996521,0.9939449429512024,0.9219212532043457,1.4406000445887912e-05,0.33950135111808777,0.9968703985214233,0.9512478113174438,0.9970567226409912,0.9485882520675659,0.9985311627388,0.962354302406311,0.9899420738220215,0.9347664713859558,0.9800882935523987,0.8799670338630676,0.34431397914886475,0.9910063147544861,0.9259597659111023,0.9888856410980225,0.9476240277290344
52,0.9995275735855103,0.9791880249977112,0.9967759847640991,0.9615999460220337,0.9935760498046875,0.9356516003608704,1.4406000445887912e-05,0.33950236439704895,0.9965954422950745,0.9611837267875671,0.9969599843025208,0.9627739787101746,0.9984765648841858,0.9604452252388,0.989727258682251,0.9311630725860596,0.9796696305274963,0.8761744499206543,0.34440693259239197,0.9874975085258484,0.9507940411567688,0.9919763207435608,0.9195739030838013
53,0.9995258450508118,0.982225775718689,0.9968553185462952,0.9675968885421753,0.9937319159507751,0.9387349486351013,1.4406000445887912e-05,0.3394128382205963,0.9968060851097107,0.9703329205513,0.9969067573547363,0.9664881229400635,0.9985284209251404,0.9363980293273926,0.9897934794425964,0.883002519607544,0.979799747467041,0.8247520923614502,0.3444831967353821,0.9895329475402832,0.9017295837402344,0.9900619387626648,0.8669888377189636
54,0.9995376467704773,0.9791991710662842,0.9968822598457336,0.9615160226821899,0.9937863349914551,0.9293978214263916,1.4406000445887912e-05,0.339385062456131,0.9967911243438721,0.9695292115211487,0.9969754815101624,0.9576231241226196,0.9984264969825745,0.9606274962425232,0.9895027875900269,0.9317521452903748,0.9792314767837524,0.8747950792312622,0.3438739478588104,0.987090528011322,0.945393979549408,0.9919324517250061,0.9205825924873352
55,0.99950110912323,0.9745564460754395,0.9966362118721008,0.9524762630462646,0.993297278881073,0.9202730655670166,1.4406000445887912e-05,0.3394618332386017,0.996512770652771,0.956684410572052,0.9967624545097351,0.9512800574302673,0.9985104203224182,0.9607746005058289,0.9895538091659546,0.9319954514503479,0.9793327450752258,0.8762977123260498,0.344680517911911,0.9900468587875366,0.9376376867294312,0.9890673756599426,0.927563488483429
56,0.9995978474617004,0.9828551411628723,0.9973065257072449,0.9684037566184998,0.9946284294128418,0.9423155784606934,1.008420076686889e-05,0.3390866816043854,0.9972338676452637,0.9752787947654724,0.9973796606063843,0.96565842628479,0.9985790848731995,0.9671494960784912,0.9899919629096985,0.9443068504333496,0.9801920056343079,0.8958207964897156,0.34412938356399536,0.9908254146575928,0.948885977268219,0.9891648888587952,0.9411730170249939
57,0.9996659755706787,0.9812676906585693,0.9977574348449707,0.9647780060768127,0.9955264925956726,0.9418395161628723,1.008420076686889e-05,0.33882635831832886,0.9976330399513245,0.967231273651123,0.9978830814361572,0.9634233117103577,0.9985809326171875,0.9580703973770142,0.9902436137199402,0.9258973598480225,0.9806812405586243,0.8753997087478638,0.34418416023254395,0.9890475273132324,0.9306628704071045,0.9914469122886658,0.9281668066978455
58,0.9996782541275024,0.981131911277771,0.997840940952301,0.9644227623939514,0.9956920146942139,0.9375054836273193,1.008420076686889e-05,0.33872300386428833,0.9977720379829407,0.9711391925811768,0.997910737991333,0.9623808860778809,0.9985918998718262,0.9618337750434875,0.9902032613754272,0.9334643483161926,0.98060142993927,0.8778367042541504,0.34463968873023987,0.9917191863059998,0.93091881275177,0.9886951446533203,0.9369677901268005
59,0.9997111558914185,0.9878164529800415,0.9980658888816833,0.9775670766830444,0.9961405396461487,0.9567803144454956,1.008420076686889e-05,0.33857712149620056,0.998047947883606,0.9761573672294617,0.9980847239494324,0.979501485824585,0.9985284209251404,0.945544958114624,0.9898687601089478,0.9012213945388794,0.9799484014511108,0.8514813780784607,0.3436862528324127,0.9895737171173096,0.8997966647148132,0.9901683926582336,0.9039682745933533
60,0.999722957611084,0.9823822975158691,0.9981529712677002,0.9666113257408142,0.9963138103485107,0.9450477361679077,1.008420076686889e-05,0.33849024772644043,0.9980558156967163,0.968589723110199,0.9982507824897766,0.9655284285545349,0.9985940456390381,0.9435635209083557,0.9901906847953796,0.8969361782073975,0.9805806875228882,0.8476508259773254,0.3441595733165741,0.9902039170265198,0.9020073413848877,0.9901821613311768,0.9023761749267578
61,0.9997485280036926,0.9837368726730347,0.9982542991638184,0.9692191481590271,0.9965182542800903,0.9498163461685181,7.058940354909282e-06,0.3384029269218445,0.9981923699378967,0.9696182012557983,0.9983177781105042,0.9693489074707031,0.9985845685005188,0.9666229486465454,0.9901420474052429,0.943104088306427,0.9804823994636536,0.8939890265464783,0.3447272777557373,0.9914383888244629,0.9360151886940002,0.9888532757759094,0.9526822566986084
62,0.9997617602348328,0.9888191819190979,0.9983910918235779,0.9792473316192627,0.9967888593673706,0.9599179029464722,7.058940354909282e-06,0.33831512928009033,0.9983188509941101,0.9789450168609619,0.9984643459320068,0.9800916910171509,0.9986068606376648,0.9684566259384155,0.9904168844223022,0.9464963674545288,0.9810197949409485,0.8990691304206848,0.34412506222724915,0.9915316104888916,0.9524328112602234,0.9893100261688232,0.942105770111084
63,0.9997912645339966,0.9914555549621582,0.9986127614974976,0.9842987060546875,0.997230052947998,0.969352662563324,7.058940354909282e-06,0.3381888270378113,0.9985200762748718,0.9855638742446899,0.9987057447433472,0.9832001328468323,0.998594343662262,0.9658011794090271,0.9903491735458374,0.9412533044815063,0.9808899164199829,0.8903347253799438,0.34343647956848145,0.9902787208557129,0.9538300037384033,0.9904221892356873,0.930009126663208
64,0.9997994303703308,0.9894267916679382,0.9986245632171631,0.9802282452583313,0.9972543120384216,0.9631597995758057,7.058940354909282e-06,0.3381310999393463,0.9985727667808533,0.9818626642227173,0.9986773729324341,0.9808887243270874,0.9986138939857483,0.9706678986549377,0.9905374646186829,0.9507983326911926,0.9812560081481934,0.9069170355796814,0.34415480494499207,0.989575982093811,0.9552885293960571,0.9915049076080322,0.9469711184501648
